orderNo,contact,serviceList,partList,status,createdOn,vertical,totalAmount,subTotal,discount,approved,Final Status
10943,6,|Parts Delivery,|Unbranded China - Silicon|XYG - Windscreen - Front Wind Screen HINO 300|Unbranded China - Taillight Hino 300,CANCELLED, Feb,PARTS_LOGISTICS,24805,24805,0,F,cancelled
10944,1563,|Complete Engine Care,|Bando Japan - Belt - Ac Belt Wagon R Pakistani ,CANCELLED, Feb,PREVENTIVE,2600,4635,2035,F,cancelled
10945,1621,|Brake Service - 4 Tyre|Gear Oil Change|Complete Engine Care|Tyre Replacement|Steering Repair (Dismantle & Repair),|Zic - Gear Oil CVTF 1 Liter |Bridgestone - Tyre - Tyre 165/65/14,CANCELLED, Feb,NON_PREVENTIVE,67280,69380,2100,F,cancelled
10946,1621,|Tappet Cover Packing |Brake Service - 4 Tyre|Complete Engine Care,|Leppon - Air Filter Mira 2011-2021 & Pixis|Ct Taiwan - Tappet Cover Packing Mira  2011-2017|Ngk - Spark Plug Iridum Mira 2011-2017,CANCELLED, Feb,PREVENTIVE,11142,13242,2100,F,cancelled
10947,1629,|Battery Replacement,|Daewoo - Battery DL50,ORDER_COMPLETED, Feb,NON_PREVENTIVE,6000,6500,500,T,completed
10948,1570,|Complete Engine Overhaul,,CANCELLED, Feb,NON_PREVENTIVE,60000,60000,0,F,cancelled
10949,1630,|Basic Maintece,|Honda Genuine - Engine Oil 4 liter 5w-30|Honda Genuine-Oil Filter Honda,ORDER_COMPLETED, Feb,PREVENTIVE,5690,5690,0,T,completed
10950,1631,|Sensor Scanning/Error Resolution,,CANCELLED, Feb,PREVENTIVE,250,500,250,T,cancelled
10951,1632,|Brake Service - 4 Tyre|Complete Engine Care,|Honda Genuine-Oil Filter Honda|Honda Genuine - Air Filter City 2009-2021|Honda Genuine - Cabin Filter Cilty 2009-2021|Mobil Oil & Additives - Engine Oil 5W-30 4Liter ,CANCELLED, Feb,PREVENTIVE,20720,20720,0,F,cancelled
10952,1633,|Body & Paint Inspection,,CANCELLED, Feb,DIAGNOSIS,250,250,0,T,cancelled
10955,183,|Basic Car Wash,|Unbranded China - Sun Visors 2PC Set Cuore ,ORDER_COMPLETED, Feb,CAR_SPA,1320,1820,500,T,completed
10956,1631,|Sensor Scanning/Error Resolution,,ORDER_COMPLETED, Feb,PREVENTIVE,250,250,0,T,completed
10957,1385,|Mechanical Diagnosis,,ORDER_COMPLETED, Feb,DIAGNOSIS,250,250,0,T,completed
10958,1634,|Bumper Repair|Bumper Paint,,CANCELLED, Feb,NON_PREVENTIVE,5000,5000,0,F,cancelled
10959,1371,|Brake Service - 4 Tyre|Drum Facing|Disc Turning|Maintece & Tuning|Catalytic Cleaning,,CANCELLED, Feb,PREVENTIVE,3550,4050,500,F,cancelled
10960,1635,|Mechanical Diagnosis|Sensor Scanning/Error Resolution,,CANCELLED, Feb,DIAGNOSIS,250,250,0,T,cancelled
10961,1636,|Maintece & Tuning,,ORDER_COMPLETED, Feb,PREVENTIVE,750,1200,450,T,completed
10962,1637,|Mechanical Diagnosis,,ORDER_COMPLETED, Feb,DIAGNOSIS,250,250,0,T,completed
10963,6,|Parts Delivery,|Unbranded Local - Front  Guadri Cultus 2008-17,CANCELLED, Feb,PARTS_LOGISTICS,1430,1430,0,F,cancelled
10964,1638,|Maintece & Tuning|Catalytic Cleaning,|Leppon - Filters - Oil Filter |Shell - Engine Oil 10W-40 4 Liter,ORDER_COMPLETED, Feb,PREVENTIVE,5345,5345,0,T,completed
10965,6,|Parts Delivery,|Kabuli Used Genuine - Rear Bumper With Clips Mira 2017-2021|Kabuli Used Genuine -Rear Bumper Spacer R/S Mira 2017-21|Kabuli Used Genuine - Taillight R/S Mira 2017-2021|Kabuli Used Genuine - Shock Absorber with Coil Spring Mira 2017-2021|Unbranded China - Wheel Cap Mira 2017-2021|Kabuli Used Genuine - Sensor bumper R/S Mira 2017-20021|Unbranded China - Tubeless Tyre|Unbranded - Stepney Rim Mira 2017-2021,CANCELLED, Feb,PARTS_LOGISTICS,63140,63140,0,F,cancelled
10966,1639,|Headlight Installation|Bumper Fitting|Panel Installation/Fitting|Windscreen Replacement,|Kabuli Used Genuine - Headlight Note 2019|Kabuli Used Genuine - Front Fender Note 2019|Kabuli Used Genuine - Front Bumper Spacer Note 2019|Kabuli Used Genuine - Front Bumper Note 2019|Kabuli Used Genuine - Steering & Dash Board Air Bag Note 2019|Fuyao - Front Wind Screen With Radar Note 2019|Kabuli Used Genuine - Radiator & Condensor Note 2019,CANCELLED, Feb,NON_PREVENTIVE,292000,292420,420,F,cancelled
10967,1640,|Complete Engine Care|Disc Turning|Brake Replacement - 4 Tyre|Disc Turning (Front And Rear)|Brake Service - 4 Tyre,|Mk - Brake Parts - Front Brake Pad Civic 2017-2021|Mk - Brake Parts - Rear Brake Pad Mk  Civic 2017-2021|AMSOIL - Engine Oil 5W30 Signature |Honda Genuine-Oil Filter Honda,ORDER_COMPLETED, Feb,NON_PREVENTIVE,21000,22780,1780,T,completed
10968,94,|Parts Delivery,|Unbranded Taiwan - Headlight Corolla 2017-2020|TYC Taiwan - Body Parts - Taillight Corolla 2017-2021|TYC Taiwan - Body Parts - Trunk Light Corolla 2017-2021|Unbranded China - Fog Lamp Corolla Set With Fog Light Cover 2014-21|Unbranded Thailand -front bumper/Rear Bumper with face lift kit complete Corolla|Unbranded - Bumper Chrome Moulding 3pc set Corolla,CANCELLED, Feb,PARTS_LOGISTICS,114950,114950,0,F,cancelled
10969,1641,|AC Diagnosis,,CANCELLED, Feb,DIAGNOSIS,250,250,0,F,cancelled
10970,1642,|Basic Car Wash,,ORDER_COMPLETED, Feb,CAR_SPA,250,500,250,T,completed
10971,6,|Parts Delivery,|Unbranded Taiwan - Front Bumper Corolla 2017-2021|Malaysia - Rear Bumper With Clips Corolla 2014-2017|Unbranded China - Show Grille Corolla 2014-21|Unbranded China - Fender Shield RH Corolla 2014-21|Unbranded China - Fender Shield LH Corolla 2014-21,CANCELLED, Feb,PARTS_LOGISTICS,19690,19690,0,F,cancelled
10972,6,|Parts Delivery,|Unbranded China - Front Bumper Wagon R Pakistani |Unbranded China - Rear Bumper Wagon R Pakistani|Unbranded Local - Front Bumper Lower Grill Wagon R Pakistani|Unbranded China - Front Bumper Spacer Wagon R Pakistani|Unbranded Local - Rear Bumper Spacer Wagon R Pakistan|Unbranded Local - Clip Bumper|Unbranded China - Taillight Wagon R Pakistani ,CANCELLED, Feb,PARTS_LOGISTICS,13860,13860,0,F,cancelled
10973,1643,|Mechanical Diagnosis,,CANCELLED, Feb,DIAGNOSIS,250,250,0,T,cancelled
10974,1589,|Denting Repair|Paint Job (non Bhatti),,CANCELLED, Feb,NON_PREVENTIVE,7500,8500,1000,F,cancelled
10975,1644,|Body & Paint Inspection,,CANCELLED, Feb,DIAGNOSIS,250,250,0,T,cancelled
10976,1645,|Maintece & Tuning,,ORDER_COMPLETED, Feb,PREVENTIVE,750,1500,750,T,completed
10978,1179,|Catalytic Convertor Replacement,|Unbranded China - Catalytic Converter With Fitting Passo 2010-2015,ORDER_COMPLETED, Feb,NON_PREVENTIVE,19800,20300,500,T,completed
10979,1645,|Mechanical Diagnosis|Sensor Scanning/Error Resolution,,CANCELLED, Feb,DIAGNOSIS,750,750,0,T,cancelled
10980,558,|Ac Service|Cooling Coil Replacement|AC Gas Top Up|Door Handle Installation|Electric Work,"|Japanese - Cooling Coil|Unbranded China - Weather Strip Inner Alto VXR |Unbranded China - Door Inner Handle Rear LH Alto VXR |Unbranded China - AC Grill LH Alto VXR |Unbranded China - Holder Indicator Bulb Alto VXR 2000-2012, FX|Unbranded China - Thermostat Valve Alto VXR |Unbranded China - headlight switch alto VXR ",ORDER_COMPLETED, Feb,NON_PREVENTIVE,12560,13135,575,T,completed
10981,1647,|Maintece & Tuning,|Honda Genuine - Engine Oil 10W-30 4 liter|Honda Genuine-Oil Filter Honda|Leppon - Air Filter City 2009-2021|Unbranded China - Taillight Cover City 2009-2014,CANCELLED, Feb,PREVENTIVE,8000,8105,105,F,cancelled
10982,1648,|Maintece & Tuning|Belt Replacement,|Bando Japan - Fan Belt Passo 2010-2015,ORDER_COMPLETED, Feb,NON_PREVENTIVE,2500,2965,465,T,completed
10983,1385,|Timing Tensioner Replacement,|Unbranded Japan - Timing Tensioner Vitz 2011-2016|Unbranded Japan - Timing Chain Vitz 2011-2016 1KR|Unbranded Japan - Timing Strip 2PC Set Vitz 2011-2016 1KR,CANCELLED, Feb,NON_PREVENTIVE,18530,18530,0,F,cancelled
10984,866,|Windscreen Replacement,|XYG - Windscreen - Front Wind Screen Aqua 2013,CANCELLED, Feb,NON_PREVENTIVE,13600,13600,0,F,cancelled
10985,558,|Valet,,ORDER_COMPLETED, Feb,VALET,0,500,500,T,completed
10986,1591,|Maintece & Tuning|Foundation Replacement,|PGR - Engine Foundation Wagon R Pakistani,CANCELLED, Feb,NON_PREVENTIVE,4000,4070,70,F,cancelled
10987,1649,|Mechanical Diagnosis|Sensor Scanning/Error Resolution,,ORDER_COMPLETED, Feb,DIAGNOSIS,500,750,250,T,completed
10988,1587,|Brake Service - 4 Tyre|Disc Turning|Maintece & Tuning,|Mk - Front Brake Pad Mira 2011-2017|Leppon - Filters - Oil Filter Mira |Leppon - Air Filter Mira 2011-2021 & Pixis|Toyota Genuine - Engine Oil Petron Plus 3 liter10W-30|Ngk - Spark Plug Iridum Mira 2011-2017,CANCELLED, Feb,PREVENTIVE,16000,16469,469,F,cancelled
10989,1576,|Rework,,ORDER_COMPLETED, Feb,REWORK,0,1,1,T,completed
10990,1625,|Denting Repair|Paint Job (non Bhatti)|Clutch Plate/Pressure Plate/Bearing Replacement |Clutch Fly Wheel Facing|Maintece & Tuning,|Guard - Oil Filter Suzuki|Guard - Air Filter Mehran 13-19|Suzuki Genuine New Models- Engine Oil Ultimate 3Liter 10W-40|NTN / KOYO Bearing - Clutch Release Bearing Mehran Euro|Dk Japan - Clutch & Pressure Plate Set Mehran |Japanese - Seat Covers ,CANCELLED, Feb,NON_PREVENTIVE,94254,94254,0,F,cancelled
10991,1594,|Intercleaning|Door Repair|Door Paint|Side Skirts Repair|Side Skirt Paint|Windscreen Replacement,|Unbranded China - Front Door Glass RH Cultus 2000-17|XYG - Windscreen - Front Wind Screen Cultus 2000-2017|Unbranded China - Front Door Qabza RH Cultus EFI ,ORDER_COMPLETED, Feb,CAR_SPA,32000,32000,0,T,completed
10992,1650,|Sensor Scanning/Error Resolution,,ORDER_COMPLETED, Feb,PREVENTIVE,250,250,0,T,completed
10993,6,|Parts Delivery,|SKI Taiwan - Body Parts - Front Bumper Cultus 2014 |SKI Taiwan - Body Parts - Rear Bumper Cultus 2014|Unbranded China - Trunk Monogram + Sticker,CANCELLED, Feb,PARTS_LOGISTICS,3366,3366,0,F,cancelled
10994,1593,|AC Service|Pipe Replacement|Complete Engine Care,|Kabuli Used Genuine - Throttle Body Pipe Corolla 2008-2014,CANCELLED, Feb,NON_PREVENTIVE,9500,11545,2045,F,cancelled
10995,1651,|Windscreen Replacement,|XYG  - Front Wind Screen Alto VXR,CANCELLED, Feb,NON_PREVENTIVE,8650,8650,0,F,cancelled
10996,1652,|Brake Diagnosis,,ORDER_COMPLETED, Feb,DIAGNOSIS,250,250,0,T,completed
10997,1653,|Maintece & Tuning|Catalytic Cleaning|Sensor Scanning/Error Resolution,,ORDER_COMPLETED, Feb,PREVENTIVE,1500,2900,1400,T,completed
10998,1179,|Mechanical Diagnosis,,ORDER_COMPLETED, Feb,DIAGNOSIS,0,250,250,T,completed
10999,1650,|AC Diagnosis,,CANCELLED, Feb,DIAGNOSIS,250,250,0,T,cancelled
11000,1626,|Body & Paint Inspection,,CANCELLED, Feb,DIAGNOSIS,250,250,0,T,cancelled
11001,1654,|Body & Paint Inspection,,CANCELLED, Feb,DIAGNOSIS,250,250,0,F,cancelled
11002,533,|Belt Replacement,|Bando Japan - Belt - Fan Belt Cultus 2017-2021,CANCELLED, Feb,NON_PREVENTIVE,1100,1105,5,T,cancelled
11003,1655,|Catalytic Cleaning|Maintece & Tuning,,CANCELLED, Feb,PREVENTIVE,1000,2400,1400,T,cancelled
11004,1200,|Parts Delivery,|Unbranded - Head Gasket Sheet 1JZ,CANCELLED, Feb,PARTS_LOGISTICS,1200,1200,0,F,cancelled
11007,1657,|Radiator Replacement|Wheel Bearing Replacement - 2 Wheels,|Kabuli Used Genuine - Radiator|NSK - Bearing - Front Wheel Bearing,CANCELLED, Feb,NON_PREVENTIVE,13610,13610,0,F,cancelled
11009,955,|Complete Engine Care,,ORDER_COMPLETED, Feb,PREVENTIVE,1665,1665,0,T,completed
11011,1629,|Battery Bracket Installation,|Unbranded China - Battery Lock,ORDER_COMPLETED, Feb,NON_PREVENTIVE,1600,1600,0,T,completed
11013,1658,|Tyre Replacement,|General Tyre - Tyre 145/ 80 R13,CANCELLED, Feb,NON_PREVENTIVE,27000,27000,0,F,cancelled
11014,406,|Mechanical Diagnosis,,ORDER_COMPLETED, Feb,DIAGNOSIS,0,250,250,T,completed
11015,22,|Parts Delivery,|Ngk Plugs - Spark Plug Iridium 4EFTE |Unbranded China - Plug Wire 5PC Set 4 Charade 4EFTE Swap,ORDER_COMPLETED, Feb,PARTS_LOGISTICS,8710,8710,0,T,completed
11016,1649,|Maintece & Tuning|Brake Replacement - 4 Tyre|Disc Turning (Front And Rear),|Ngk-Spark Plug|Ct Taiwan - Gasket - Tappet Cover Packing Corolla 2002-2008|Mk - Brake Parts - Front  Brake Pad Corolla 2002-2008|Mk  - Rear Brake Pad Corolla 2002-2008,CANCELLED, Feb,NON_PREVENTIVE,11000,12025,1025,F,cancelled
11018,1594,|Valet,,ORDER_COMPLETED, Feb,VALET,0,500,500,T,completed
11019,1659,|Mechanical Diagnosis|Sensor Scanning/Error Resolution|Electrical Diagnosis,,ORDER_COMPLETED, Feb,DIAGNOSIS,500,1000,500,T,completed
